customer_id,customer_name,total_sales,total_profit
AD-44030-53091,Ann Davis,1307.0,227.0
LJ-65939-27657,Lauren Johnson,664.0,127.0
CS-94747-17513,Clifford Shelton,1070.0,185.0
AK-17142-31409,Autumn Kidd,1011.0,217.0
KW-11220-22007,Kimberly Wood,10479.0,2094.0
AG-45203-28418,Amber Gilmore,659.0,179.0
ML-31943-57359,Misty Lewis,1546.0,366.0
MP-42517-84306,Ms. Wendy Curtis PhD,717.0,126.0
MR-29786-21570,Michael Ramos,662.0,118.0
MA-67620-37912,Melissa Anthony,118.0,28.0
TS-42352-21445,Troy Santos,5878.0,1150.0
KB-46533-60946,Kristin Boyd,158.0,43.0
TO-22401-56255,Tyler Oneill,895.0,148.0
AK-55910-19130,Amy Kirby,296.0,19.0
PK-43201-31473,Peter Kelly,616.0,133.0
EE-48079-66019,Eric Elliott,23442.0,5162.0
KB-67302-73016,Kaitlin Bowen,1146.0,138.0
SL-85121-44129,Steven Lewis,611.0,141.0
AS-80405-23001,Ashley Stewart,439.0,77.0
RO-57906-50542,Ryan Osborn,270.0,51.0
JS-23768-80176,Jessica Smith,79.0,10.0
DR-34921-68310,Daniel Rojas,2232.0,187.0
JH-85586-71448,Jeffrey Harris,594.0,140.0
JW-97772-87535,Joyce Wood,7056.0,1048.0
MN-17213-95880,Mark Nicholson,12637.0,2514.0
BN-18825-89436,Brittany Navarro,2301.0,210.0
PW-47014-35254,Paula Whitehead,12703.0,2298.0
DD-63396-28687,Daniel Davis,484.0,121.0
MB-35269-49589,Mrs. Ann Blankenship,101.0,26.0
AC-89800-83948,Amanda Cole,356.0,25.0
LM-47878-66487,Lisa Mills,201.0,41.0
TR-74475-72185,Tamara Roberts,1839.0,319.0
WB-16041-52646,Wesley Bass,345.0,38.0
AT-47125-26941,Anna Turner,502.0,116.0
ST-59856-39341,Scott Tucker,1638.0,355.0
RB-27928-14771,Ryan Buck,1170.0,176.0
MS-13228-23124,Meredith Smith,16130.0,3043.0
JC-75405-44592,James Cox,177.0,40.0
SP-49860-63496,Susan Davis PhD,645.0,84.0
VM-55349-22133,Veronica Miller,57.0,5.0
MG-41855-49245,Miss Angel Gardner,689.0,107.0
LP-61405-25513,Laura Parks,625.0,116.0
RJ-71638-71448,Roy Jones,1737.0,104.0
MC-55337-94701,Michael Choi,1419.0,229.0
BC-44335-79401,Bruce Cervantes,722.0,71.0
MM-59443-78887,Mr. David Mccoy,825.0,238.0
ST-16866-43501,Sherry Taylor,9725.0,1472.0
BN-93645-22737,Brianna Nelson,1013.0,59.0
JS-73715-13167,Julie Smith,803.0,136.0
AS-89167-45583,Anthony Simmons,1185.0,232.0
SM-50471-45274,Stephen Mendoza,491.0,38.0
EP-36832-63263,Elizabeth Phillips,158.0,21.0
BW-91612-69279,Benjamin Wallace,460.0,52.0
CM-91518-82055,Catherine Mitchell,1496.0,154.0
AS-63474-90282,Abigail Steele,757.0,131.0
DJ-56916-17159,Dr. Jose Shepard Jr.,1586.0,246.0
HB-67235-26109,Herbert Banks,887.0,100.0
MR-75804-85309,Michael Reed,4689.0,819.0
AC-25623-62811,Aaron Carroll,7358.0,1380.0
JS-17242-20093,Jenny Shepherd,2552.0,379.0
JM-24743-25192,Joseph Martin,389.0,43.0
SH-86389-86978,Shane Holloway,644.0,83.0
LM-75679-92913,Leah Wilson MD,599.0,86.0
MS-39437-75592,Melissa Schultz,1329.0,269.0
SL-56662-92317,Susan Lopez,20544.0,2908.0
NO-72785-32579,Nancy Owens,1355.0,185.0
KL-36710-10587,Kevin Levy,216.0,54.0
RC-14470-15682,Renee Cox,759.0,128.0
AJ-67879-85253,Amanda Jones,304.0,39.0
SC-25734-34208,Shelley Crawford,336.0,54.0
DM-33665-25511,Daniel Moon,145.0,28.0
GE-47792-43975,Gloria Edwards,1070.0,83.0
HD-35197-10351,Haley Dickson,874.0,136.0
AR-53498-98381,Ariana Robinson,18964.0,3205.0
AM-56504-28001,Andrea Mcdonald,230.0,50.0
KC-64175-84256,Kyle Carpenter,2394.0,502.0
SB-68729-57580,Stacey Best,657.0,92.0
TJ-51317-35028,Thomas Jacobs,964.0,149.0
RH-75450-94179,Renee Hunt,793.0,163.0
DG-65576-80437,Donna Green,103.0,27.0
KS-66673-46289,Kevin Sanders,364.0,77.0
CR-88191-60541,Cheryl Reynolds,841.0,151.0
RD-69459-15641,Ronald Davis,1711.0,421.0
LP-84040-63960,Luis Morris PhD,7958.0,1104.0
JW-70848-28559,Jeffery White,768.0,143.0
BH-68054-22889,Brittany Henson,274.0,45.0
JM-70920-64134,John Miller,10337.0,1892.0
MS-16797-73485,Michael Sanchez,464.0,138.0
KH-57469-14202,Kevin Horne,657.0,124.0
DW-53742-65650,Deborah Williams,75.0,8.0
DF-99933-26096,Donald Francis,7952.0,1178.0
CG-10799-58813,Christina Gray,368.0,43.0
RS-68979-90621,Robin Stone,1729.0,136.0
BJ-12067-44846,Barbara Jones,617.0,133.0
NA-40672-76604,Nathan Aguilar,7760.0,1441.0
MJ-45578-48545,Micheal James,1507.0,214.0
NC-86650-17751,Nathaniel Carlson,529.0,51.0
TC-28155-94620,Tyler Cobb,461.0,26.0
TR-40832-93345,Taylor Rodriguez,835.0,151.0
MR-16528-33633,Mr. John Reed,1048.0,181.0
EH-61426-49946,Erica Hamilton,862.0,94.0
SS-36229-24136,Stephanie Schultz,210.0,54.0
AC-54149-50408,Ashley Carson,1245.0,200.0
JB-13581-94838,Julie Booker,1192.0,205.0
KW-62272-87798,Krystal Walter,9038.0,1688.0
MC-27703-30601,Micheal Carter,94.0,11.0
AM-46664-11680,Aimee Mitchell,2067.0,263.0
JR-76284-40467,Juan Robinson,1286.0,315.0
RP-71559-18690,Rachel Pena,884.0,77.0
WM-30991-87083,William Leonard MD,618.0,96.0
RG-45726-31895,Raymond Goodwin,197.0,51.0
LB-41163-92649,Lance Boone,476.0,54.0
HO-64301-17382,Heather Orozco,894.0,154.0
DP-61769-54621,Dana Perez,719.0,98.0
BW-83943-69422,Brian Williamson,1646.0,247.0
BC-24402-64854,Brian Castillo,424.0,115.0
LR-84101-33249,Levi Ruiz,7119.0,1121.0
BA-15075-21462,Brandy Allen,15369.0,2785.0
MM-82254-51249,Michael Moore,804.0,175.0
AK-26342-49926,Andrew Kramer,1345.0,166.0
PA-52983-12821,Patrick Andrews,696.0,127.0
SH-70042-99545,Stacey Hardin,928.0,147.0
CH-51628-41683,Crystal Harrison,392.0,34.0
LD-93554-37785,Lori Blankenship DDS,20972.0,4209.0
SM-67713-44414,Sherry Mullins,660.0,124.0
AL-57988-35523,Alison Lowe,11072.0,2127.0
KW-34403-17526,Kimberly Ware,663.0,101.0
ER-66058-50449,Edward Ramos,291.0,44.0
KM-37143-27592,Kim Mccall,260.0,35.0
TM-85457-60111,Thomas Myers,164.0,44.0
DS-73410-42450,Diana Stephenson,733.0,109.0
MF-82644-17897,Mark Fleming,373.0,91.0
FV-65640-20645,Franklin Vasquez,285.0,26.0
CM-72236-30040,Courtney Mclean,327.0,93.0
SP-21676-46275,Scott Patterson,493.0,47.0
RF-33824-35135,Robert Flores,472.0,126.0
AJ-72363-47796,April Jackson,818.0,144.0
BB-47039-30356,Brenda Barron,1897.0,328.0
KW-38136-31581,Karen Woods,1382.0,230.0
JS-23194-97127,Joe Sutton,6841.0,1019.0
AS-73672-78503,Anthony Sullivan,129.0,12.0
CW-97179-76305,Christopher Ward,929.0,156.0
GC-27009-46942,Gary Cole,920.0,210.0
AW-39121-74140,Amy Williams,92.0,10.0
GB-79453-65184,Gary Burke,3306.0,686.0
TG-87706-19063,Tiffany Gonzalez,23357.0,2845.0
AW-54192-13474,Andrew Willis,291.0,50.0
RM-36976-59798,Russell Massey,1063.0,170.0
AP-26573-84196,Austin Perkins,11969.0,2504.0
MM-62824-26339,Mr. David Martinez,10164.0,1680.0
DN-19853-48335,Derek Newman,365.0,70.0
DS-80324-57753,David Small,242.0,54.0
MM-96380-98086,Michael Murray,26043.0,4611.0
BM-59857-66936,Benjamin Martin,640.0,76.0
DA-79281-32920,Deborah Alexander,139.0,11.0
MG-31048-66805,Morgan Green,1511.0,178.0
MN-49235-54731,Melvin Neal,2067.0,304.0
BH-69863-59556,Brandi Hill,12038.0,2339.0
CS-85204-51859,Courtney Sanford,609.0,116.0
MM-29805-92006,Michael Miller,70.0,20.0
PS-69308-67026,Paula Stephens,451.0,105.0
KC-82567-25897,Kevin Cooley,249.0,44.0
CD-36500-19760,Cheryl Harris DDS,1186.0,210.0
AF-65018-72721,Aaron Franklin,3195.0,569.0
LR-56652-56872,Lisa Reed,468.0,98.0
MB-54671-98889,Morgan Baird,596.0,86.0
DJ-40539-46795,David Johnson,934.0,205.0
AJ-45246-46637,Alicia Jordan,409.0,117.0
CE-17880-95702,Clayton Edwards,457.0,77.0
MV-28787-20899,Mark Vazquez,722.0,111.0
NR-26608-28995,Nicholas Rivera,1600.0,255.0
JH-14621-94973,Jesse Hill,737.0,182.0
MG-27585-13569,Margaret Gonzalez,7069.0,1222.0
LS-78876-70210,Lorraine Schaefer,711.0,127.0
NR-23092-57064,Nicole Richards,12754.0,2524.0
TQ-33117-25699,Travis Quinn,369.0,96.0
JG-10138-58283,Jennifer Gould,1217.0,195.0
JM-13036-88342,Jennifer Martin,517.0,44.0
JW-45046-39844,Julie Wells,11529.0,2078.0
TW-12593-13078,Travis Wilson,82.0,7.0
SC-94478-71178,Stephanie Clark,8917.0,1885.0
KM-74618-16022,Kathryn Macias,8177.0,1464.0
JB-64155-28749,Jacob Benson,419.0,28.0
CT-29768-83832,Carrie Thompson,631.0,101.0
KH-17646-36987,Kelsey Hogan,391.0,72.0
AC-24212-87909,Amanda Cook,1226.0,297.0
KY-97588-33283,Kathryn Yang,989.0,119.0
BS-89709-53936,Brandon Simmons,1246.0,302.0
AB-96554-91754,Alex Ball,365.0,47.0
CW-73695-75403,Christina Willis,519.0,120.0
KM-42101-63102,Kaitlyn Mcguire,224.0,29.0
AP-23016-45873,Amanda Potts,8917.0,1958.0
CM-34173-83636,Carol Marshall,140.0,11.0
JF-55788-95863,Jennifer Freeman,171.0,44.0
MF-80018-74374,Mackenzie Figueroa,9517.0,1388.0
GC-98415-34240,Gregory Collins,799.0,161.0
GW-76348-86359,Gregory Wood,1636.0,165.0
AA-34439-90237,Amy Atkinson,952.0,123.0
DL-29175-50570,Daniel Lopez,10273.0,1446.0
EL-18351-21708,Edward Lynch,377.0,112.0
MD-11961-61273,Mr. Andrew Anderson DVM,626.0,127.0
WH-41973-29033,Wanda Hoover,934.0,168.0
IM-13293-79546,Isabella Munoz,789.0,147.0
KK-88778-30625,Kimberly Kaufman,196.0,37.0
RP-19171-43882,Roger Parsons,56.0,9.0
AR-97901-70274,Amanda Ramirez,691.0,140.0
LA-84401-92171,Lindsey Arroyo,503.0,116.0
WD-18785-39894,William Davis,334.0,33.0
MT-47938-60262,Michael Turner,739.0,129.0
RM-98553-43117,Rebecca Miller,799.0,225.0
SA-69545-13700,Stacy Acosta,160.0,17.0
DC-21055-36290,Derrick Cooper,10332.0,1693.0
SR-34880-38023,Shawn Reid,244.0,35.0
IF-91089-90753,Ian Fisher,329.0,20.0
ND-65147-39200,Nicholas Cook DVM,1062.0,209.0
LR-60835-84147,Lorraine Rodriguez,581.0,104.0
MM-96506-44998,Mrs. Cathy Morgan,798.0,186.0
JS-32872-96959,Justin Stewart,6903.0,1004.0
DM-44558-59697,Dustin Mayer,1495.0,354.0
BJ-81529-64800,Beth Jackson,24908.0,4991.0
EE-79059-56009,Elizabeth Espinoza,334.0,83.0
JT-13909-60190,Jesus Thompson,3255.0,362.0
DF-96146-95638,Dave Fuentes,599.0,83.0
MZ-64218-45818,Malik Zuniga,9363.0,2400.0
KY-96416-42381,Katherine Young,849.0,159.0
JR-10983-78692,John Russell,562.0,77.0
GT-92346-21175,Grant Taylor,658.0,150.0
JL-99544-95071,Jamie Lyons,185.0,46.0
KH-76554-35209,Keith Hogan,13956.0,2218.0
MR-97598-62269,Mrs. Jessica Russell,1617.0,152.0
DT-85651-87141,Donna Thomas,702.0,115.0
EP-94165-64325,Eric Powell,522.0,115.0
WO-36983-54812,Wayne Ortiz,1514.0,199.0
RH-78059-74988,Robert Harris,1583.0,444.0
DB-32531-60044,David Barr,953.0,235.0
JN-49708-66049,Jessica Nelson,712.0,95.0
HB-35936-87243,Heidi Booker,5303.0,1086.0
KB-41833-56481,Karen Berger,6012.0,1073.0
EZ-61902-92682,Elizabeth Zuniga,457.0,89.0
WW-99351-40928,Wayne Williams,476.0,121.0
JP-37462-40994,Jamie Rodriguez PhD,812.0,110.0
LR-50278-38911,Lori Reyes,344.0,61.0
PM-28185-37993,Perry Moreno,9286.0,1611.0
CE-22093-70668,Clarence Espinoza,345.0,86.0
CM-46870-99587,Carolyn Marshall,246.0,42.0
TD-74064-65068,Teresa Daniels,842.0,165.0
SG-16790-17315,Stephanie Gregory,991.0,209.0
KM-95278-52968,Krystal Meyer,1551.0,161.0
RK-93226-88670,Robert Kennedy,296.0,61.0
HB-76248-67880,Heather Baker,9342.0,1522.0
KJ-58513-53178,Katelyn Jordan,13228.0,3146.0
AP-67507-62963,Allison Peters,17422.0,3636.0
SS-21197-85863,Samuel Smith,784.0,176.0
JD-64538-17664,Jennifer Dixon,172.0,23.0
ET-85239-65708,Erica Townsend,4354.0,1111.0
NV-29997-54464,Nichole Velazquez,7112.0,1065.0
SC-69767-99009,Sara Crosby,17070.0,2754.0
DS-31925-30571,David Simmons,447.0,80.0
CH-54143-53840,Carlos Hines,1626.0,371.0
NT-65824-49870,Nathan Taylor,6086.0,1056.0
BJ-95057-87734,Brett Gallegos Jr.,490.0,46.0
DJ-65955-15394,Danielle Jones,434.0,57.0
DM-21099-44503,Daniel Mcdonald,15417.0,3039.0
JS-76496-47928,Juan Smith,552.0,133.0
CL-82368-45831,Cameron Lin,1065.0,177.0
CR-65934-14800,Cody Russo,841.0,55.0
JB-53449-54391,Jennifer Booth,886.0,162.0
DF-70742-20466,Dr. Gerald Freeman,16959.0,2733.0
RS-69934-25026,Robert Smith,9044.0,1711.0
TS-58669-49767,Toni Scott,7362.0,1389.0
TB-34445-77425,Tommy Benton,371.0,73.0
SH-47275-18032,Samuel Heath,709.0,110.0
DG-54389-81102,Daniel Gomez,6000.0,879.0
RP-92273-67157,Robert Todd PhD,755.0,107.0
JW-73454-46812,Joshua Williams,284.0,52.0
MS-44018-68880,Melissa Sullivan,1076.0,276.0
JE-53294-94653,James English,854.0,215.0
DB-82993-85853,Daniel Baker,9656.0,1693.0
KH-78606-80013,Kristen Hernandez,996.0,189.0
KP-13804-84733,Kevin Perkins,275.0,16.0
EH-58867-50833,Erik Harmon,1233.0,232.0
GS-26973-95399,Geoffrey Shepard,787.0,216.0
MP-32991-23011,Michael Gonzalez PhD,1831.0,240.0
CB-16535-70048,Caitlin Blake,7313.0,1301.0
SM-60050-23840,Sarah Miller,14715.0,1565.0
AS-95408-88848,Alexander Smith,10710.0,1869.0
RF-97998-53395,Richard Ferrell,897.0,139.0
HK-61578-41920,Heather Kirby,15234.0,1539.0
PM-14204-25732,Peter Russell MD,107.0,23.0
KS-75617-81803,Krista Smith,8113.0,1421.0
DJ-91404-33555,David Jones,870.0,202.0
CH-83240-15445,Cameron Hodge,2851.0,195.0
MP-45568-28630,Michael Pruitt,919.0,142.0
AT-12267-81542,Andrew Thompson,958.0,171.0
JM-38583-95138,Jennifer Mullins,112.0,21.0
RB-71784-47221,Richard Bean,7612.0,1202.0
AH-85602-10782,Aaron Huff,367.0,35.0
CR-41161-43746,Christopher Richard,17177.0,3157.0
GB-20695-81849,George Bartlett,1192.0,258.0
GR-29083-91341,Gavin Rivas,6101.0,912.0
SG-54140-54058,Samuel Gilbert,1036.0,169.0
MP-62334-13637,Melanie Pena,186.0,34.0
JW-70632-17877,Jesse Wright,1591.0,247.0
MV-98688-69716,Max Vargas,386.0,78.0
MP-57801-89170,Mary Pugh,615.0,160.0
SF-51997-30644,Sarah Ford,544.0,66.0
JD-11525-18436,Jonathan Dudley DVM,603.0,79.0
AD-26986-14099,Amber Wilcox DDS,890.0,114.0
KS-13382-68134,Krystal Schneider,2390.0,402.0
SD-19284-52140,Stacey Dawson,1466.0,354.0
JS-30360-61935,Jessica Stewart,9998.0,2464.0
KT-23628-68161,Kayla Torres,19134.0,3442.0
JF-24415-81284,John Floyd,526.0,91.0
SM-13509-63944,Samuel Mcclure,262.0,35.0
RL-59077-95094,Rachel Lawrence,227.0,56.0
SW-30936-50045,Shannon Wood,320.0,49.0
HH-82025-66909,Hunter Hopkins,156.0,32.0
JC-59251-29614,James Cook,603.0,63.0
SL-81435-74949,Sylvia Lindsey,288.0,65.0
BS-27282-58092,Bobby Smith,530.0,96.0
JH-94433-54129,Justin House,350.0,85.0
MS-12834-11662,Michael Sanchez,505.0,101.0
CJ-88454-59972,Christopher Jones,943.0,131.0
KS-76466-56688,Kevin Salas,10588.0,1719.0
RN-23456-51095,Renee Norman,610.0,46.0
PC-13696-86943,Patty Campbell,8991.0,1562.0
JS-77595-21969,Jillian Saunders,919.0,125.0
MS-76238-78561,Melissa Sanchez,7575.0,1329.0
RT-27871-64046,Robert Thomas,543.0,114.0
CC-32402-53218,Casey Contreras,397.0,65.0
MK-81815-85334,Melinda Kim,7090.0,1108.0
NW-70367-41236,Nicole Wright,1120.0,201.0
AK-55650-46865,Anthony Kramer,843.0,182.0
JP-90312-14116,John Pierce,3465.0,674.0
JK-37055-74685,Jay Kelly,560.0,41.0
AL-31594-90890,Adam Little,181.0,21.0
CY-60064-44713,Carla Young,254.0,41.0
SC-66420-17822,Suzanne Clark,835.0,224.0
SW-62572-92716,Shannon Wilson,11317.0,1902.0
EC-61429-90172,Eric Cole,1659.0,278.0
JC-37122-68901,James Clayton,387.0,91.0
KS-78365-21761,Kelly Sanchez,4696.0,821.0
DM-75112-53693,David Daniel MD,17842.0,3741.0
SM-30474-86013,Shawn Mcdaniel,1240.0,193.0
SP-59062-99839,Shannon Poole,12378.0,1855.0
KK-30035-14655,Kristen King,1209.0,313.0
RJ-77211-28291,Robin Jackson,11811.0,2034.0
DM-44253-42455,Diana Morgan,975.0,166.0
JH-65205-68259,Joseph Hart,877.0,110.0
TM-12689-50134,Tracey Maldonado,387.0,90.0
AM-84059-92131,Angela Myers,1739.0,145.0
WH-76389-39751,William Hudson,2093.0,279.0
KS-59990-23797,Kelly Smith,5152.0,888.0
MF-23749-24796,Michelle Flores,1184.0,236.0
ML-81093-78790,Martin Lucas,2325.0,481.0
JD-55077-23282,Jeremy Dennis,343.0,31.0
PB-81067-58072,Peggy Bailey,188.0,40.0
DS-48333-41512,Danielle Sandoval,1403.0,259.0
MB-66809-73036,Marissa Brandt,497.0,62.0
SG-21541-11068,Stephanie Garrison,8307.0,1346.0
TS-73816-45422,Tiffany Smith,804.0,91.0
SG-65135-55065,Savannah Garcia,864.0,107.0
EB-87947-51127,Eddie Brooks,23974.0,3917.0
AB-57925-81390,Autumn Butler,20599.0,4185.0
KR-13709-82155,Kari Ramos,1178.0,118.0
CA-49543-93500,Cassandra Ayers,980.0,144.0
BT-17444-95806,Bridget Taylor,487.0,58.0
DG-50887-88339,Dr. Brian Gray,917.0,164.0
MD-42036-45514,Mike Davidson,253.0,48.0
PG-70476-17062,Pamela Guerra,9932.0,1597.0
RC-76570-66546,Rachael Chen,8355.0,1204.0
LL-37834-29239,Leslie Lewis,7578.0,1419.0
RD-20120-92092,Rebecca Lopez DVM,1264.0,249.0
DS-95513-69704,Dr. Wesley Smith,543.0,83.0
EH-47239-68120,Evan Haney,634.0,173.0
WB-62202-62279,Willie Blair,266.0,73.0
JG-10452-56993,Javier Griffin,193.0,14.0
CN-35672-89983,Carolyn Nelson,890.0,195.0
TK-85207-66738,Thomas Keller,9785.0,1506.0
DO-18214-48659,Donna Owen,1725.0,275.0
JP-53579-32396,Jeffrey Perez,433.0,54.0
LP-33703-31866,Lori Andrews PhD,1694.0,251.0
MR-25545-55711,Mr. Jackson Russell,189.0,53.0
CR-42209-22676,Charlene Ruiz,10004.0,1689.0
ML-69686-17975,Meghan Lyons,997.0,104.0
LH-78476-30185,Laurie Hill,424.0,89.0
MC-17655-30776,Michael Cervantes,245.0,46.0
JM-72956-18823,Joseph Myers,10817.0,1735.0
PR-90223-55106,Patrick Ramos,20248.0,4014.0
FP-34102-61774,Frank Patterson,10490.0,1862.0
ER-40792-72100,Ernest Robinson,1866.0,365.0
PZ-84995-89187,Paige Zimmerman,481.0,124.0
KB-89072-45659,Kelly Bell,288.0,32.0
SJ-14466-86379,Stacey Johnson,5789.0,898.0
MD-83309-39150,Michelle Davis,531.0,29.0
JB-52455-18449,Jennifer Baldwin,1050.0,229.0
JD-48683-98186,Jennifer Davis,272.0,50.0
SO-21022-96925,Stephanie Owens,426.0,46.0
SW-19732-92868,Sharon Woods,1581.0,262.0
NL-21659-78997,Nicole Lynn,85.0,20.0
AM-38499-41587,Anthony Martin,1115.0,252.0
AT-16406-87911,Angel Thomas,4648.0,745.0
LS-79421-74986,Leah Stewart,252.0,46.0
KM-45188-70718,Katherine Morris,12890.0,1782.0
BS-43699-33901,Beverly Santiago,924.0,168.0
KS-45954-14086,Katie Stevens,873.0,125.0
AC-45032-83657,Anna Chapman,250.0,42.0
VS-64903-15157,Vanessa Stevens,6296.0,1168.0
CS-58708-57319,Cameron Sharp,1422.0,221.0
AM-99447-56895,Aimee Melton,2548.0,330.0
AR-52605-91126,Ashley Romero,707.0,165.0
KR-84635-19528,Kimberly Ramirez,337.0,72.0
AT-42864-34152,Amanda Turner,264.0,26.0
JW-31078-69595,Jacob Williamson,1184.0,238.0
LL-35566-32124,Linda Lopez,333.0,84.0
TD-94353-94013,Tyler Dawson,3591.0,799.0
JO-25174-80959,Jose Olson,1192.0,197.0
TD-69132-65531,Tammie Diaz,1218.0,260.0
SB-32007-23887,Steven Brown,178.0,44.0
TM-15410-75567,Tina Mitchell,596.0,46.0
MK-37268-16500,Matthew Kelley,10616.0,1960.0
SM-68313-66198,Sally Campos MD,10138.0,1699.0
JA-28508-73825,John Anderson,928.0,210.0
NV-94481-29975,Nicole Vance,1927.0,227.0
KS-28650-29242,Karen Smith,471.0,90.0
RL-49765-11483,Robert Lopez,7237.0,1236.0
CB-17408-82920,Catherine Bell,431.0,99.0
DS-92554-95724,Daniel Simmons,221.0,36.0
SH-53870-35926,Sara Hernandez,1554.0,230.0
EL-47011-86063,Elizabeth Luna,6769.0,1346.0
JL-27856-43969,James Long,554.0,104.0
MA-43078-53083,Mrs. Holly Arellano,129.0,29.0
RD-11244-63334,Rhonda Robbins DDS,966.0,193.0
MW-21013-89505,Michael Welch,9908.0,2111.0
CK-26709-96222,Cynthia Kelley,10262.0,1970.0
SE-26102-93044,Sarah Evans,255.0,68.0
KJ-58743-97073,Kevin Johnson,5863.0,1019.0
CL-25794-13640,Christopher Lambert,226.0,17.0
JW-75470-76169,John Williams,10166.0,1699.0
TM-93480-99227,Timothy Miller,1106.0,246.0
GG-46310-82790,Gloria Guzman,652.0,124.0
KW-90360-57257,Kimberly Williams,804.0,170.0
TW-41817-46986,Tracy Watkins,999.0,185.0
MC-35068-66906,Mr. Bruce Clark,7773.0,1431.0
BG-66759-65727,Brendan Garcia,135.0,15.0
BO-32654-44371,Bradley Olson,1088.0,120.0
MR-22873-53984,Michael Ross,7150.0,1325.0
RW-61544-79077,Robert Webb,5204.0,670.0
CB-59964-95622,Cory Bush,949.0,153.0
MM-11578-16914,Marissa Mendez,1321.0,240.0
AR-18917-77088,Anthony Robertson,664.0,192.0
AG-46311-90270,Anthony Garcia,146.0,26.0
JD-71650-79457,James Donaldson,124.0,26.0
MR-96244-72958,Mary Robertson,6715.0,1211.0
LF-95688-51509,Lisa Fields,256.0,27.0
JC-85551-28021,Jeremy Carter,294.0,54.0
JK-52813-81578,Joseph Kim,12810.0,2445.0
