customer_id,customer_name,total_sales,total_profit
MC-37547-96924,Michele Cowan,1064.0,158.0
ND-57336-80172,Nicole Davis,16059.0,2901.0
ME-23369-48553,Michael Ellis,11014.0,2077.0
KS-64025-85332,Kyle Schneider,475.0,55.0
AB-16963-35142,Alisha Bean,464.0,39.0
MH-41308-98462,Megan Humphrey,459.0,121.0
SV-94416-53609,Sharon Valencia,6825.0,1263.0
WT-35607-57160,William Thompson,503.0,121.0
SG-75402-95719,Samuel Grant,597.0,138.0
AT-58661-49517,Adam Torres,832.0,135.0
JF-73909-13496,Joe Fitzgerald,5512.0,1050.0
MS-31933-53098,Mary Smith,498.0,111.0
HA-23268-44062,Holly Adams,1238.0,193.0
BG-48867-82050,Beth Glover,2458.0,486.0
JA-78297-63842,John Armstrong,34882.0,4949.0
MW-37352-98336,Michelle Warner,7754.0,1383.0
EJ-33896-71534,Eric Jacobs,18198.0,4350.0
AT-54549-97567,Alyssa Torres,490.0,91.0
RS-49071-72388,Rachel Scott,861.0,229.0
JS-68281-21894,Jason Sims,8975.0,2458.0
TV-55920-45167,Tracey Vega,945.0,180.0
BE-46879-27773,Benjamin Escobar,10083.0,1412.0
LN-92505-16807,Lauren Nunez,466.0,65.0
MJ-43303-79427,Michael Jones,1288.0,213.0
YL-37178-52740,Yvonne Lozano,207.0,30.0
ED-78238-47833,Emily Dickson,8235.0,1553.0
KA-12321-85020,Kelsey Alvarez,8984.0,1479.0
CB-45650-90192,Caleb Brown,16601.0,2635.0
AE-33622-97029,Anna Espinoza,11362.0,2181.0
BP-15713-96010,Barry Peterson,482.0,67.0
KS-25359-73575,Kimberly Snow,1009.0,207.0
BS-42455-90764,Brian Stevens,7047.0,1358.0
JO-41650-41183,Jodi Obrien,1265.0,210.0
MW-71045-98555,Miguel Warren,82.0,18.0
MM-89791-67717,Melanie Murillo,265.0,26.0
RP-14493-72888,Rebecca Parsons,918.0,213.0
DR-43032-59065,Diana Robinson,6949.0,961.0
JW-81114-36478,Jennifer Wood,1347.0,203.0
CB-72898-85515,Christopher Berg,638.0,107.0
CC-13161-67759,Chelsea Cummings,1202.0,133.0
RB-29998-10654,Robert Banks,2768.0,565.0
JL-75474-65640,Joseph Lewis,17897.0,2535.0
WJ-28533-77658,William Johnson,6452.0,977.0
CM-55130-71209,Christine Miranda,8111.0,1417.0
GK-90180-58945,Gina Keller,83.0,24.0
OP-25186-61143,Olivia Parker,532.0,49.0
PT-46002-82453,Patrick Trujillo,7344.0,1082.0
AD-44030-53091,Ann Davis,1307.0,227.0
MH-94562-55742,Michael Hoover,2350.0,432.0
RN-29604-44017,Robert Norman,594.0,76.0
RT-32883-35832,Rodney Tucker,485.0,123.0
CW-40832-11571,Carrie Watson,131.0,25.0
KW-11220-22007,Kimberly Wood,10479.0,2094.0
MA-68753-83269,Matthew Anthony,1145.0,188.0
ML-31943-57359,Misty Lewis,1546.0,366.0
DL-75703-81306,Douglas Lee,6976.0,979.0
BS-82039-57377,Brian Smith,729.0,106.0
LG-73952-61222,Laura Gill,130.0,27.0
MA-67620-37912,Melissa Anthony,118.0,28.0
JR-97900-39685,Jennifer Ryan,9162.0,1353.0
ML-85810-71392,Michele Long,187.0,41.0
AK-55910-19130,Amy Kirby,296.0,19.0
PK-43201-31473,Peter Kelly,616.0,133.0
EE-48079-66019,Eric Elliott,23442.0,5162.0
AT-53144-45006,Allen Torres,981.0,139.0
DH-40652-63118,Dawn Harrison,9529.0,1599.0
AS-80405-23001,Ashley Stewart,439.0,77.0
JS-23768-80176,Jessica Smith,79.0,10.0
JW-97772-87535,Joyce Wood,7056.0,1048.0
MN-17213-95880,Mark Nicholson,12637.0,2514.0
PW-47014-35254,Paula Whitehead,12703.0,2298.0
DD-63396-28687,Daniel Davis,484.0,121.0
MB-35269-49589,Mrs. Ann Blankenship,101.0,26.0
AC-89800-83948,Amanda Cole,356.0,25.0
LM-47878-66487,Lisa Mills,201.0,41.0
SM-71322-95897,Shawn Mitchell,1497.0,279.0
BM-73283-60155,Bianca Mcgee,991.0,243.0
TR-74475-72185,Tamara Roberts,1839.0,319.0
SB-80664-56955,Shannon Bridges,577.0,126.0
SM-60733-63514,Stephen Martin,11295.0,2543.0
WB-16041-52646,Wesley Bass,345.0,38.0
AT-47125-26941,Anna Turner,502.0,116.0
MS-13228-23124,Meredith Smith,16130.0,3043.0
TJ-91197-26131,Toni Johnson,1552.0,190.0
JC-75405-44592,James Cox,177.0,40.0
TP-38819-53136,Tina Porter,10893.0,2786.0
MA-13110-10659,Michael Anthony,1756.0,222.0
CR-50495-64582,Christine Reynolds,9244.0,1686.0
VM-55349-22133,Veronica Miller,57.0,5.0
CS-25187-63060,Christopher Schwartz,465.0,93.0
RJ-71638-71448,Roy Jones,1737.0,104.0
BC-44335-79401,Bruce Cervantes,722.0,71.0
JT-89448-86732,Johnathan Tran,290.0,48.0
TS-45592-89526,Tommy Snyder,1571.0,377.0
ST-16866-43501,Sherry Taylor,9725.0,1472.0
LC-14140-94288,Lauren Church,304.0,27.0
AS-89167-45583,Anthony Simmons,1185.0,232.0
EP-36832-63263,Elizabeth Phillips,158.0,21.0
BW-91612-69279,Benjamin Wallace,460.0,52.0
JR-51481-80584,Joseph Ross,5639.0,831.0
RC-33983-53406,Robert Carrillo,224.0,33.0
AH-12305-72871,Allen Hunter,886.0,84.0
CM-91518-82055,Catherine Mitchell,1496.0,154.0
AS-63474-90282,Abigail Steele,757.0,131.0
DJ-56916-17159,Dr. Jose Shepard Jr.,1586.0,246.0
HB-67235-26109,Herbert Banks,887.0,100.0
MR-75804-85309,Michael Reed,4689.0,819.0
AR-72423-28696,Anne Richards,11389.0,1782.0
TS-86947-63674,Tammy Salazar,9525.0,1594.0
MM-20159-85973,Mrs. Cindy Moore,336.0,88.0
AC-25623-62811,Aaron Carroll,7358.0,1380.0
JM-24743-25192,Joseph Martin,389.0,43.0
SH-86389-86978,Shane Holloway,644.0,83.0
SL-56662-92317,Susan Lopez,20544.0,2908.0
NO-72785-32579,Nancy Owens,1355.0,185.0
MM-49817-62222,Melissa Martin,7026.0,1327.0
SC-25734-34208,Shelley Crawford,336.0,54.0
YM-63711-13718,Yolanda Martin,669.0,77.0
GE-47792-43975,Gloria Edwards,1070.0,83.0
BS-22240-67466,Brittany Short,170.0,40.0
RW-64652-25509,Raymond Williams,9918.0,1830.0
OB-96737-71964,Olivia Brown,1290.0,192.0
GA-68890-43668,Grant Adams,1119.0,186.0
DG-11589-72496,Devin Gill,916.0,180.0
NL-66619-54869,Nancy Lee,148.0,22.0
AR-53498-98381,Ariana Robinson,18964.0,3205.0
JJ-39827-56403,Jason Johnson,577.0,111.0
JM-38589-25095,Jessica Mcdowell,1204.0,273.0
DS-49392-78090,Douglas Snyder,1013.0,173.0
TO-92895-36865,Tammy Owen,1674.0,286.0
TJ-51317-35028,Thomas Jacobs,964.0,149.0
RL-34943-59606,Robert Lee,8904.0,1563.0
HC-48966-93672,Hector Collins,7341.0,1129.0
DG-65576-80437,Donna Green,103.0,27.0
MM-89112-39101,Mary Frost MD,1297.0,238.0
CM-38129-33113,Chloe Matthews,13230.0,2634.0
GB-90999-40037,Gina Baker,1742.0,300.0
SS-50588-43733,Stanley Santos,944.0,179.0
RD-69459-15641,Ronald Davis,1711.0,421.0
LP-84040-63960,Luis Morris PhD,7958.0,1104.0
JW-70848-28559,Jeffery White,768.0,143.0
JM-70920-64134,John Miller,10337.0,1892.0
JM-89063-84532,John Miller,5252.0,944.0
GH-81603-64816,Gregory Hernandez,10882.0,2191.0
DS-78943-99189,Daisy Stone,1154.0,147.0
DW-53742-65650,Deborah Williams,75.0,8.0
RH-37169-77056,Richard Harper,1526.0,372.0
DF-99933-26096,Donald Francis,7952.0,1178.0
BM-51261-44533,Brittany Willis MD,6047.0,1247.0
CG-10799-58813,Christina Gray,368.0,43.0
BJ-12067-44846,Barbara Jones,617.0,133.0
AF-27590-32529,Amanda Flynn,2354.0,579.0
NA-40672-76604,Nathan Aguilar,7760.0,1441.0
MJ-72375-26279,Mrs. Kathy Jones,877.0,197.0
DH-39986-48305,Daniel Harris,130.0,38.0
NC-86650-17751,Nathaniel Carlson,529.0,51.0
TC-28155-94620,Tyler Cobb,461.0,26.0
JS-40171-35322,Jean Short,2068.0,297.0
TC-80857-45682,Thomas Collier,211.0,14.0
AH-24277-69849,Amanda Heath,793.0,129.0
TH-53049-79611,Timothy Hill,7405.0,1284.0
AA-23257-57983,Angela Alexander,712.0,178.0
MR-16528-33633,Mr. John Reed,1048.0,181.0
EH-61426-49946,Erica Hamilton,862.0,94.0
JB-13581-94838,Julie Booker,1192.0,205.0
MD-65912-37177,Michelle Douglas,26296.0,5740.0
KW-62272-87798,Krystal Walter,9038.0,1688.0
MC-27703-30601,Micheal Carter,94.0,11.0
DB-86881-16447,Daniel Byrd,992.0,156.0
CH-50130-38835,Cesar Hill,1158.0,207.0
TG-86432-16205,Tony Gilmore,1795.0,117.0
AM-46664-11680,Aimee Mitchell,2067.0,263.0
DC-96721-11306,David Campos,1838.0,257.0
RP-71559-18690,Rachel Pena,884.0,77.0
KC-59574-18786,Krystal Chan,10462.0,2055.0
WG-88606-12030,William Gibson,1464.0,202.0
LB-41163-92649,Lance Boone,476.0,54.0
JR-70940-17611,Jeffrey Rojas,7118.0,1381.0
LC-85706-78804,Laura Carey,6817.0,1846.0
MC-36857-34024,Michelle Cook,8960.0,1539.0
JG-48110-82743,John Guerrero,313.0,23.0
BC-24402-64854,Brian Castillo,424.0,115.0
LR-84101-33249,Levi Ruiz,7119.0,1121.0
CR-62574-97744,Crystal Reed,22088.0,4209.0
BA-15075-21462,Brandy Allen,15369.0,2785.0
AD-79373-54674,Angela Davis,237.0,21.0
AK-26342-49926,Andrew Kramer,1345.0,166.0
PA-52983-12821,Patrick Andrews,696.0,127.0
KH-42532-96631,Kimberly Hanson,10139.0,1646.0
SH-70042-99545,Stacey Hardin,928.0,147.0
CH-51628-41683,Crystal Harrison,392.0,34.0
LD-93554-37785,Lori Blankenship DDS,20972.0,4209.0
AL-57988-35523,Alison Lowe,11072.0,2127.0
CS-16695-60821,Carol Sampson,405.0,61.0
KW-34403-17526,Kimberly Ware,663.0,101.0
ER-66058-50449,Edward Ramos,291.0,44.0
MB-94913-15774,Monica Bailey,1216.0,142.0
DS-73410-42450,Diana Stephenson,733.0,109.0
ML-38117-19520,Mark Lam,1248.0,183.0
JS-67906-88417,Jamie Stuart,1880.0,278.0
MF-82644-17897,Mark Fleming,373.0,91.0
FV-65640-20645,Franklin Vasquez,285.0,26.0
JM-11010-83064,John Miller,538.0,95.0
CM-72236-30040,Courtney Mclean,327.0,93.0
SP-21676-46275,Scott Patterson,493.0,47.0
KJ-52721-34078,Kiara Jackson,772.0,86.0
KM-17071-26481,Kimberly Morgan,312.0,68.0
JS-23194-97127,Joe Sutton,6841.0,1019.0
CW-97179-76305,Christopher Ward,929.0,156.0
GC-27009-46942,Gary Cole,920.0,210.0
EW-55409-44997,Elizabeth Weiss,13447.0,1574.0
AW-39121-74140,Amy Williams,92.0,10.0
JD-52604-17788,Jason Long DDS,7381.0,1304.0
TG-87706-19063,Tiffany Gonzalez,23357.0,2845.0
AW-54192-13474,Andrew Willis,291.0,50.0
EC-12099-53319,Erica Castillo,734.0,135.0
AP-26573-84196,Austin Perkins,11969.0,2504.0
KM-13829-55470,Kelly Mclaughlin,555.0,130.0
MM-62824-26339,Mr. David Martinez,10164.0,1680.0
DS-80324-57753,David Small,242.0,54.0
WB-59166-99268,Wendy Burton,6396.0,1009.0
MM-96380-98086,Michael Murray,26043.0,4611.0
DA-79281-32920,Deborah Alexander,139.0,11.0
RB-74451-59400,Rachael Blake,143.0,25.0
MG-31048-66805,Morgan Green,1511.0,178.0
MN-49235-54731,Melvin Neal,2067.0,304.0
BH-69863-59556,Brandi Hill,12038.0,2339.0
PS-69308-67026,Paula Stephens,451.0,105.0
KC-82567-25897,Kevin Cooley,249.0,44.0
KW-66820-29514,Kenneth Walker,254.0,13.0
CD-36500-19760,Cheryl Harris DDS,1186.0,210.0
LR-56652-56872,Lisa Reed,468.0,98.0
KM-32159-62213,Kristin Boyle MD,80.0,20.0
HT-49304-76141,Heather Taylor,1242.0,157.0
ET-15227-58170,Eddie Tucker,17420.0,4042.0
RW-73992-24067,Robert Watkins,16083.0,2925.0
KR-88778-30154,Kevin Robertson,204.0,29.0
RE-99643-50020,Regina Edwards,8041.0,1499.0
ES-99079-13505,Edward Smith,1050.0,202.0
MV-28787-20899,Mark Vazquez,722.0,111.0
NR-26608-28995,Nicholas Rivera,1600.0,255.0
PV-20287-58562,Pamela Vargas,375.0,73.0
HR-21948-51628,Heidi Rush,17144.0,2530.0
MG-27585-13569,Margaret Gonzalez,7069.0,1222.0
BG-13624-19834,Brenda Gonzalez,365.0,49.0
NR-23092-57064,Nicole Richards,12754.0,2524.0
WO-66871-67421,Wyatt Orozco,12276.0,2218.0
GR-34577-80584,Gregory Russell,2267.0,347.0
JM-33052-53040,Jennifer Morse,10641.0,1444.0
JG-10138-58283,Jennifer Gould,1217.0,195.0
CL-60640-21854,Carmen Lawrence,145.0,27.0
JW-45046-39844,Julie Wells,11529.0,2078.0
JT-62934-67032,Jorge Torres,254.0,75.0
SC-94478-71178,Stephanie Clark,8917.0,1885.0
KM-74618-16022,Kathryn Macias,8177.0,1464.0
CT-29768-83832,Carrie Thompson,631.0,101.0
JW-34552-76031,John Wilson,391.0,87.0
AP-71150-41288,Anthony Perez,12435.0,2465.0
KH-17646-36987,Kelsey Hogan,391.0,72.0
JT-31555-92569,John Tyler,13165.0,2552.0
MB-64704-66877,Ms. Katelyn Black,496.0,115.0
RL-40724-52063,Regina Lopez,20815.0,4763.0
AC-24212-87909,Amanda Cook,1226.0,297.0
MH-53831-84901,Matthew Hart,576.0,112.0
JM-94914-89601,James Miller,3251.0,553.0
KY-97588-33283,Kathryn Yang,989.0,119.0
BL-94080-55300,Barry Love,1181.0,222.0
MW-77422-50367,Mary Wade,915.0,193.0
KH-28044-21087,Kelly Holmes,93.0,22.0
MW-21587-55680,Michael Webb,415.0,77.0
DS-31800-24051,Donna Sims,446.0,66.0
AB-96554-91754,Alex Ball,365.0,47.0
KM-42101-63102,Kaitlyn Mcguire,224.0,29.0
JF-55788-95863,Jennifer Freeman,171.0,44.0
AP-80353-14757,Aaron Patel,448.0,38.0
MF-80018-74374,Mackenzie Figueroa,9517.0,1388.0
NR-52878-50815,Natalie Reed,9016.0,1827.0
AB-68608-11449,Anna Bennett,910.0,149.0
GW-76348-86359,Gregory Wood,1636.0,165.0
MS-40574-11787,Matthew Scott,1652.0,189.0
BR-24829-10605,Brittney Rodriguez,387.0,41.0
DL-29175-50570,Daniel Lopez,10273.0,1446.0
EL-18351-21708,Edward Lynch,377.0,112.0
IM-13293-79546,Isabella Munoz,789.0,147.0
NH-28965-96302,Nancy Hernandez,1023.0,77.0
JB-39595-67777,Jeffrey Blanchard,1073.0,278.0
AR-97901-70274,Amanda Ramirez,691.0,140.0
MF-88406-42134,Maria Frank,1176.0,272.0
KH-53531-42749,Kevin Horn,6965.0,1027.0
DD-79269-23308,Dustin Daniels,354.0,76.0
DC-21055-36290,Derrick Cooper,10332.0,1693.0
HS-33263-72641,Heather Smith,7319.0,1432.0
SR-34880-38023,Shawn Reid,244.0,35.0
IF-91089-90753,Ian Fisher,329.0,20.0
GH-74251-38506,Gary Hurley,7969.0,1311.0
MM-96506-44998,Mrs. Cathy Morgan,798.0,186.0
JS-32872-96959,Justin Stewart,6903.0,1004.0
AN-77748-65059,Amber Norman,7292.0,1394.0
BJ-81529-64800,Beth Jackson,24908.0,4991.0
JB-14491-45704,John Baxter,1465.0,297.0
JS-80873-65639,Jennifer Smith,877.0,224.0
DR-88828-72758,David Rogers,771.0,75.0
EE-79059-56009,Elizabeth Espinoza,334.0,83.0
TR-23268-59752,Tracy Rodriguez,1442.0,268.0
RR-10194-82429,Robert Rivera,16856.0,2471.0
LG-80942-75036,Luke Gonzalez,16002.0,2855.0
MZ-64218-45818,Malik Zuniga,9363.0,2400.0
KY-96416-42381,Katherine Young,849.0,159.0
JF-57364-27155,James Flores,10930.0,2871.0
KH-76554-35209,Keith Hogan,13956.0,2218.0
DT-85651-87141,Donna Thomas,702.0,115.0
EP-94165-64325,Eric Powell,522.0,115.0
WO-36983-54812,Wayne Ortiz,1514.0,199.0
KG-32330-86633,Kevin Glenn,653.0,52.0
RH-78059-74988,Robert Harris,1583.0,444.0
AG-53262-73758,Aaron Griffin,2485.0,657.0
JN-49708-66049,Jessica Nelson,712.0,95.0
HB-35936-87243,Heidi Booker,5303.0,1086.0
SB-67989-97357,Stephanie Benson,3872.0,453.0
KB-41833-56481,Karen Berger,6012.0,1073.0
LR-50278-38911,Lori Reyes,344.0,61.0
PM-28185-37993,Perry Moreno,9286.0,1611.0
DV-86049-56071,Deborah Vasquez,3209.0,578.0
CE-22093-70668,Clarence Espinoza,345.0,86.0
JF-69477-36078,Johnathan Fisher,560.0,97.0
AM-40223-66105,Amy Martinez,433.0,94.0
GS-50935-42441,Glenn Smith,912.0,199.0
TD-74064-65068,Teresa Daniels,842.0,165.0
KM-95278-52968,Krystal Meyer,1551.0,161.0
AW-92390-98561,Albert Williams,151.0,44.0
RK-93226-88670,Robert Kennedy,296.0,61.0
HM-92347-92930,Hector Martinez,1095.0,161.0
HB-76248-67880,Heather Baker,9342.0,1522.0
KJ-58513-53178,Katelyn Jordan,13228.0,3146.0
JW-99489-43091,Joel Wilson,3166.0,579.0
AP-67507-62963,Allison Peters,17422.0,3636.0
SS-21197-85863,Samuel Smith,784.0,176.0
JD-64538-17664,Jennifer Dixon,172.0,23.0
NV-29997-54464,Nichole Velazquez,7112.0,1065.0
JW-31173-80559,Johnathan Welch,98.0,28.0
JO-52680-46015,Jesse Owens,1229.0,206.0
KL-71010-23069,Katrina Li,1078.0,253.0
KB-57188-49732,Kevin Bishop,8390.0,1532.0
SC-69767-99009,Sara Crosby,17070.0,2754.0
TD-10275-19534,Tonya Duffy,7278.0,1154.0
DS-31925-30571,David Simmons,447.0,80.0
CH-54143-53840,Carlos Hines,1626.0,371.0
NT-65824-49870,Nathan Taylor,6086.0,1056.0
BJ-95057-87734,Brett Gallegos Jr.,490.0,46.0
PF-94640-23688,Paul Freeman,467.0,96.0
DJ-65955-15394,Danielle Jones,434.0,57.0
DM-21099-44503,Daniel Mcdonald,15417.0,3039.0
SD-80074-57369,Shane Jones DVM,2982.0,432.0
DM-25835-92493,Diane Riley MD,67.0,12.0
CL-82368-45831,Cameron Lin,1065.0,177.0
CR-65934-14800,Cody Russo,841.0,55.0
DM-19671-36378,Diana Moreno,986.0,115.0
KR-19112-17978,Kevin Rogers,11047.0,1892.0
KG-59262-62172,Kristin Greer,2191.0,223.0
JB-53449-54391,Jennifer Booth,886.0,162.0
DF-70742-20466,Dr. Gerald Freeman,16959.0,2733.0
JC-60431-12557,Justin Cobb,65.0,14.0
CR-20910-42576,Christina Rios,17518.0,3878.0
RS-69934-25026,Robert Smith,9044.0,1711.0
TS-58669-49767,Toni Scott,7362.0,1389.0
SH-47275-18032,Samuel Heath,709.0,110.0
CR-27774-67843,Charles Robertson,743.0,123.0
ES-11906-75608,Erin Santos,412.0,107.0
DG-54389-81102,Daniel Gomez,6000.0,879.0
RL-50925-19834,Robert Lopez,1107.0,228.0
RS-51951-93457,Robert Stanley,347.0,36.0
JW-73454-46812,Joshua Williams,284.0,52.0
JE-53294-94653,James English,854.0,215.0
DB-82993-85853,Daniel Baker,9656.0,1693.0
DR-57268-86831,Dale Reynolds,855.0,144.0
GS-26973-95399,Geoffrey Shepard,787.0,216.0
MB-61143-16023,Michele Brewer,10071.0,1773.0
TF-78155-54373,Tony Friedman,8267.0,1747.0
CB-16535-70048,Caitlin Blake,7313.0,1301.0
HW-38126-24737,Heather Wang,835.0,169.0
SM-60050-23840,Sarah Miller,14715.0,1565.0
AS-95408-88848,Alexander Smith,10710.0,1869.0
HK-61578-41920,Heather Kirby,15234.0,1539.0
PM-14204-25732,Peter Russell MD,107.0,23.0
BM-41220-87614,Benjamin Martinez,7932.0,1458.0
KS-75617-81803,Krista Smith,8113.0,1421.0
CH-83240-15445,Cameron Hodge,2851.0,195.0
WR-50942-55696,William Rice,7384.0,1165.0
MP-45568-28630,Michael Pruitt,919.0,142.0
AT-12267-81542,Andrew Thompson,958.0,171.0
JM-38583-95138,Jennifer Mullins,112.0,21.0
RB-71784-47221,Richard Bean,7612.0,1202.0
SP-71295-86676,Shawn Price,73.0,5.0
DJ-66902-26038,Dennis Jenkins,480.0,121.0
DR-76075-58830,Dr. Ashley Reid,315.0,59.0
KC-35510-16135,Katherine Cole,11374.0,2074.0
CR-41161-43746,Christopher Richard,17177.0,3157.0
GR-29083-91341,Gavin Rivas,6101.0,912.0
JR-39675-51365,James Robertson,182.0,19.0
SG-54140-54058,Samuel Gilbert,1036.0,169.0
JP-34250-57514,Jennifer Powers,6428.0,998.0
MP-62334-13637,Melanie Pena,186.0,34.0
JW-70632-17877,Jesse Wright,1591.0,247.0
BW-37584-72691,Beth Weaver,6074.0,1110.0
MV-98688-69716,Max Vargas,386.0,78.0
MP-57801-89170,Mary Pugh,615.0,160.0
JD-11525-18436,Jonathan Dudley DVM,603.0,79.0
JP-38374-14594,Joseph Powell,12483.0,2165.0
VS-37655-52704,Vickie Sutton,1108.0,217.0
SD-19284-52140,Stacey Dawson,1466.0,354.0
TF-91257-87259,Tony Farmer,404.0,90.0
KT-23628-68161,Kayla Torres,19134.0,3442.0
SS-74448-68992,Scott Smith,9245.0,1559.0
KK-89006-74628,Keith Kemp,2320.0,301.0
AD-38036-21978,Ashley Daniel,1153.0,174.0
SM-13509-63944,Samuel Mcclure,262.0,35.0
RL-59077-95094,Rachel Lawrence,227.0,56.0
CP-66226-34506,Chad Preston,415.0,33.0
SW-30936-50045,Shannon Wood,320.0,49.0
HH-82025-66909,Hunter Hopkins,156.0,32.0
JC-59251-29614,James Cook,603.0,63.0
SL-81435-74949,Sylvia Lindsey,288.0,65.0
BS-27282-58092,Bobby Smith,530.0,96.0
MH-65152-40325,Michael Harper,3089.0,666.0
KS-76466-56688,Kevin Salas,10588.0,1719.0
PC-13696-86943,Patty Campbell,8991.0,1562.0
JS-77595-21969,Jillian Saunders,919.0,125.0
LR-56224-29188,Logan Robinson,121.0,13.0
JS-26347-11954,Joshua Scott,272.0,39.0
MS-76238-78561,Melissa Sanchez,7575.0,1329.0
JF-11491-13823,Joshua Flores,643.0,147.0
AL-89545-32232,Adam Lawson,885.0,171.0
DC-61023-10780,Danielle Cruz,332.0,34.0
NP-19633-67820,Nathan Phelps,8020.0,1298.0
CC-32402-53218,Casey Contreras,397.0,65.0
MK-81815-85334,Melinda Kim,7090.0,1108.0
AK-55650-46865,Anthony Kramer,843.0,182.0
JK-37055-74685,Jay Kelly,560.0,41.0
JN-55135-91398,Jonathan Nelson,6817.0,1172.0
RT-98088-36766,Ricky Turner,7995.0,1418.0
DP-85946-11596,Dennis Perez,8741.0,1919.0
MS-31658-27082,Mrs. Kayla Shelton,477.0,109.0
TH-85829-65654,Timothy Hendrix,332.0,47.0
AL-31594-90890,Adam Little,181.0,21.0
CY-60064-44713,Carla Young,254.0,41.0
MR-64057-68050,Megan Ruiz,432.0,59.0
SC-66420-17822,Suzanne Clark,835.0,224.0
DD-62333-31933,David Daniels,1613.0,264.0
CJ-14018-34811,Carolyn Johnson,19673.0,4176.0
KL-45925-48909,Kelly Lee,2155.0,421.0
NS-68278-27954,Nathaniel Schwartz,1016.0,238.0
RM-32058-10873,Rachel Mckenzie,2175.0,362.0
JO-22867-78827,James Owens,8357.0,1408.0
JC-37122-68901,James Clayton,387.0,91.0
KS-78365-21761,Kelly Sanchez,4696.0,821.0
MS-21417-61096,Michael Stewart,10246.0,1729.0
KT-60119-12716,Kevin Thomas,521.0,50.0
DM-75112-53693,David Daniel MD,17842.0,3741.0
DN-26769-62026,Danielle Nixon,10507.0,1849.0
SM-30474-86013,Shawn Mcdaniel,1240.0,193.0
SP-59062-99839,Shannon Poole,12378.0,1855.0
BT-17780-11597,Brian Thompson,349.0,55.0
WH-33881-14183,Wendy Holt,7778.0,1275.0
KK-30035-14655,Kristen King,1209.0,313.0
BS-10440-43639,Blake Salinas,14161.0,2923.0
RJ-77211-28291,Robin Jackson,11811.0,2034.0
DM-44253-42455,Diana Morgan,975.0,166.0
PK-92345-66691,Paul Kelly,605.0,72.0
JH-65205-68259,Joseph Hart,877.0,110.0
BB-29552-78192,Brittany Bennett,60.0,11.0
JG-79680-18397,Joseph Green,11410.0,1860.0
TM-12689-50134,Tracey Maldonado,387.0,90.0
AR-43413-65751,Angela Reilly,88.0,19.0
KS-59990-23797,Kelly Smith,5152.0,888.0
JD-55077-23282,Jeremy Dennis,343.0,31.0
WK-92242-44698,William Kim,1658.0,221.0
MB-66809-73036,Marissa Brandt,497.0,62.0
SG-21541-11068,Stephanie Garrison,8307.0,1346.0
AC-85411-12508,Ashley Cox,678.0,127.0
ER-96933-72971,Emily Roy,11395.0,1820.0
